Index,Sentence
198,"Нэгд, Ц.Нямдорж сайд Үндсэн хуулийн үзэл санаанд харш, эсхүл бодлогын хувьд алдаатай олон хуулийг боловсруулж батлуулахаар улайрч байна."
199,Тоонот цагаан гэрийн хадагт утаа өөдөө Ай хө.
200,Зээл аваад сайхан амьдрах гэж байтал хууль саад болоод байгаа гэх юм.
201,1970 онд манайх нябо Надмидын хашаанд өвөлжиж байхад хавар нь модон дотроос дорго гарч ирж байсан.
202,"Ингэхдээ нийслэлийн хороо бүрт хадгаламж зээлийн хоршоо байгуулж, тэд нь барьцаа хөрөнгө шаардалгүйгээр тав хүртэл сая төгрөгийг бичил бизнес эрхлэгчдэд олгож байсан."
203,Монголын нууц товчоонд 100 тэмээ ачаатай наймаачид явуулсан гэж гардаг.
204,"Байгаль Орчин Аялал Жуулчлалын Яамны Усны нөөцийн хэлтсийн дарга Л.Эрдэнэбулган: Ус бохирдуулсны төлбөрийн тухай хуульд нэмэлт, өөрчлөлт оруулах тухай хуулийн төслийн үзэл баримтлалыг 2017 оны 11 дүгээр сард баталсан."
205,"Тэрүүгээр нь эвлүүлэг гэдгийг нь мэргэжлийн хүмүүс, компьютерт оруулж хэлж өгсөн."
206,"Хэдэн мод, амьтнаа харамлан ойн захаас салж чадахгүй хэдэн ч хоногоор хамаагүй хүүхдүүдтэйгээ уулзахгүй тэнүүчлэх байгаль хамгаалагчдын нэг амиа алдсан байна."
207,Баасан гарагт гаргасан мэдэгдэлд Оросын армийн Су34 нисэх онгоцнууд эргээс 35 километр зайнд Япон тэнгисийн усан дээр сургуулилалтын нислэг үйлдэж байхдаа мөргөлдсөн тухай мэдээлсэн байна.
208,"“Herbalife” брэнд Монгол Улсад 2011 оноос ч өмнө танигдсан, бүтээгдэхүүнүүд нь манай зах зээлд орж ирдэг, хэрэглэгчидтэй ч болчихсон байсан."
209,Ерөнхий прокурор нь хоёр орлогчтой бөгөөд Г.Эрдэнэбатын бүрэн эрхийн хугацаа дууссан шалтгаанаар түүнийг ажлаас нь чөлөөлж байгаа аж.
210,"Төрийн нарийн бичгийн дарга Д.Даваасүрэн, Кубын Шинжлэх ухаан, технологи, байгаль орчны Тэргүүн дэд сайд Фернандо Бермудезтэй уулзаж, хоёр талын шинжлэх ухаан, технологи, эрдэм шинжилгээ, судалгааны байгууллагуудын"
211,Өмнөх сайдуудын асуудал Улсын Их Хурал дээр гацсаар байна.
212,Энэ талаар уншигчдад дэлгэрэнгүй тайлбарлаж өгнө үү?
213,"Бохирыг гурван дамжлагаар оруулж, саарал усыг байгальд ээлтэй байдлаар шууд хөрсөнд шингээх байгууламж байгуулсан."
214,"Энэ шалгалтыг олон нийтэд ил тод, үнэн зөвөөр явуулах ёстой гэж боддог."
215,"Зөвхөн хүү биш, бодит эдийн засаг олон улсын зах зээл дээр өрсөлдөхүйц бараа бүтээгдэхүүн, үйлчилгээ нөлөөлнө."
216,Америкийн Нэгдсэн Улсын Конгрессын Төлөөлөгчдийн танхимын гишүүн Тэд Йохо нарын нэр бүхий гишүүд 2018 оны долдугаар сарын 26-ны өдөр Гуравдагч хөршийн худалдааны хуулийг хэлэлцүүлэхээр Конгресст өргөн барьсан юм.
217,"Тийм учраас бид доод тал нь 1,000 хуульчийн гарын үсэг цуглуулаад, Үндсэн хуулийн үзэл санаагаа хамгаалъя гэж ярилцаж байгаа."
218,Ямар шалтгаанаар зардал өссөн талаар Та тайлбарлахгүй юу?
219,"2018 он ард хоцорч, 2019 оны нэгдүгээр улирал дуусаж байна."
220,Бордооны зах зээл маань бэлэн.
221,Эрх зүйт төртэй улсад Үндсэн хуулийн шүүхийн шүүгчийг нэг удаа урт хугацаагаар томилж байж хараат бус байдлыг хангадаг.
222,"Мобикомын дата аяллын багцууд олон сонголтой болж, хэмжээ нь ч нэмэгдлээ."
223,"Ерөнхийлөгч санал болгосон, түүний хүн гэдэг нь ч ойлгомжтой."
224,"Энэ хугацаанд зөвхөн эрүүл, зөв хооллолт гэсэн зорилгын доор л ажиллаж ирсэн."
225,Ямар чанартай ямар хоол хүнс өгч байгааг асууж байна.
226,"Тухайлбал, selfcheckin буюу өөрийгөө бүртгэх автомат системийг нэвтрүүлж, сургалтын төв нээсэн зэргийг дурдаж болно."
227,"Дэд сайд Шинжаан Уйгурын өөртөө засах орон, Өвөр Монголын Өөртөө Засах Орны удирдлагуудтай хийсэн уулзалтын үеэр хоёр талаас дэвшүүлсэн Монгол, Хятадын хоорондын худалдааны эргэлтийг 2020 онд 10 тэрбум ам.долларт  зорилтыг хэрэгжүүлэхийн тулд худалдааны бүтцийг сайжруулж, нэмүхүргэхү өртөг шингээсэн, уурхайн бус салбарын экспортын бүтээгдэхүүний экспортыг нэмэгдүүлэх, худалдаанд тулгарч буй тарифын бус хориг саадыг бууруулах зэрэг чиглэлд анхаарч буйг тэмдэглэлээ."
